,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,GLD,VNQ,DBC
2020-02-11,46.6424,53.049,74.4937,65.4344,77.7825,230.0321,214.4541,129.9068,75.8903,73.342
2020-02-12,46.8423,54.0659,75.5356,66.1744,79.3673,231.1212,214.9459,130.9222,76.4059,73.362
2020-02-13,47.2805,54.4699,76.9765,66.149,79.6962,229.2579,215.0618,131.7608,76.2912,73.3272
2020-02-14,47.458,54.4151,75.7367,66.4425,79.4689,228.8147,214.9738,132.4451,76.9122,73.6902
2020-02-17,47.8396,54.6215,75.5512,66.4215,80.1455,228.4239,214.4281,131.1309,77.7614,72.9548
2020-02-18,48.66,55.5167,76.3018,67.0274,80.9912,226.8484,214.6911,131.4233,78.4169,73.4224
2020-02-19,47.2503,54.3719,75.3145,65.7139,79.5401,228.6865,215.717,130.9874,76.6691,73.3773
2020-02-20,47.2225,53.4883,74.8901,65.8205,79.2164,228.5833,215.5481,132.086,76.5225,73.7689
2020-02-21,47.573,53.7638,74.3522,65.7705,79.1578,230.9848,216.723,131.8859,76.3666,73.2846
2020-02-24,47.4117,53.9566,74.2444,66.0784,79.8025,232.2633,216.838,132.1291,76.2158,73.4074
2020-02-25,48.0113,53.1293,73.599,66.2793,78.6823,232.9235,216.8615,131.568,76.0825,73.1432
2020-02-26,48.0665,53.2135,72.8887,66.1399,78.9305,234.004,216.279,131.5949,75.6062,73.0816
2020-02-27,48.1945,54.3558,75.0091,67.5094,79.5819,232.5083,215.9957,131.9051,76.4342,73.455
2020-02-28,49.0323,55.6278,76.165,68.0752,79.597,235.613,216.7126,131.0731,77.0029,73.0729
2020-03-02,48.432,55.2852,75.487,67.1245,78.4987,234.6237,216.5205,131.5536,76.4855,73.9639
2020-03-03,47.9195,54.0575,74.0175,66.5122,77.2705,235.8919,216.1469,131.2103,75.6387,74.4072
2020-03-04,48.2277,53.9568,74.2067,65.8866,77.4926,236.4616,217.5,129.8754,75.5858,73.9488
2020-03-05,47.9087,53.086,73.4491,66.1507,77.5337,238.3843,218.1007,129.0516,75.2207,73.5758
2020-03-06,48.3402,53.5898,73.4351,66.2207,78.0084,240.3825,218.8433,128.5031,74.9075,72.711
2020-03-09,48.024,53.0811,72.6846,65.1356,76.4151,240.8017,219.1514,129.7967,74.4256,71.6878
2020-03-10,47.5793,53.1102,72.9824,64.5805,76.3547,241.3834,219.5992,129.6878,73.7986,72.3723
2020-03-11,47.8398,53.2657,73.9982,64.3486,77.2019,243.6226,219.747,129.521,73.5565,72.7216
2020-03-12,48.4733,54.2713,74.2424,65.046,78.0573,241.014,218.2923,130.15,73.8683,72.963
2020-03-13,48.7697,54.2819,75.4013,64.9758,78.8458,240.4717,218.4245,129.104,74.0228,73.2382
2020-03-16,49.1475,54.6093,76.4914,65.6227,78.4026,242.8691,220.3288,129.3018,73.6581,72.5562
2020-03-17,48.5751,53.8502,75.1286,64.822,76.9284,244.5943,221.6389,128.4633,72.0332,72.1894
2020-03-18,48.0483,53.6898,74.719,64.3517,77.2688,243.2499,222.2116,129.0944,71.9563,72.8515
2020-03-19,47.5842,54.35,75.0771,64.6036,77.2079,242.5986,222.2265,129.2979,72.7624,73.4645
2020-03-20,48.2275,55.1251,76.1263,65.4182,79.2028,241.4101,221.1897,128.7566,73.6755,73.6454
2020-03-23,48.4288,55.7643,77.5898,66.5873,79.5026,241.698,220.3779,129.6485,74.2347,74.4157
2020-03-24,49.1204,56.7746,78.7849,67.3915,81.7561,240.0331,219.3028,129.3179,74.6024,73.9467
2020-03-25,47.7585,55.1368,78.1309,66.3087,79.9804,242.7338,220.7413,130.3281,73.4632,74.1453
2020-03-26,47.6594,56.3643,77.5876,66.3594,80.8244,242.7429,220.4537,129.9462,73.0046,73.5528
2020-03-27,47.2862,55.9306,77.0268,65.9003,79.9697,243.1414,220.7072,130.0482,72.4049,73.2084
2020-03-30,47.4093,56.5924,77.558,65.8236,80.3098,245.3899,221.0955,129.8476,72.1516,73.0282
2020-03-31,47.6122,56.8922,78.3853,65.9883,81.0777,244.0279,220.5771,129.7897,71.4992,74.0113
2020-04-01,46.8885,56.2402,77.2145,65.3841,80.1218,244.5378,221.3705,129.3157,71.6553,73.9606
2020-04-02,47.0955,57.0352,78.5026,65.9032,81.1394,245.2209,221.1243,129.7856,71.5739,73.3431
2020-04-03,47.6086,57.4615,79.2926,66.5064,81.8538,245.3347,220.2961,131.2901,72.0042,73.6369
2020-04-06,47.1311,56.6576,77.7291,66.1117,81.1486,244.465,220.0775,131.3114,71.4249,73.5727
2020-04-07,47.2522,56.3024,77.0034,66.0235,79.5767,244.4331,220.5459,132.6432,71.2396,73.536
2020-04-08,47.1857,55.7005,76.547,65.5168,78.9971,245.7916,220.9202,133.5773,71.1018,72.8214
2020-04-09,46.9285,55.4476,75.2635,65.2731,79.2348,243.6795,220.28,132.3648,70.643,71.732
2020-04-10,46.5728,55.252,76.2898,64.9891,79.6531,243.3805,219.4255,131.6787,70.9281,71.637
2020-04-13,46.497,55.4853,77.0306,65.3211,80.3459,242.411,219.8548,132.4815,71.1752,72.1639
2020-04-14,45.7486,54.5107,76.5855,64.3265,79.1274,243.0036,219.6214,132.33,69.7039,71.5389
2020-04-15,45.6092,54.4738,77.6001,64.4842,80.2221,244.9016,220.1063,132.7811,69.7815,72.1378
2020-04-16,45.69,54.6502,78.0189,64.9057,80.8577,246.1278,220.3584,131.9855,69.5913,72.3358
2020-04-17,45.677,54.6464,77.4575,65.4376,80.4243,242.5148,219.8649,131.8615,69.2025,72.1809
2020-04-20,46.1076,54.315,75.8089,65.4073,80.6694,242.7827,219.7057,131.8884,69.1489,71.8085
2020-04-21,45.9931,54.3151,75.5819,65.4416,81.215,241.465,219.0188,130.7952,68.9757,71.6907
2020-04-22,45.6291,54.1706,75.7675,64.7609,80.9442,240.673,218.1,129.3866,68.9226,72.0204
2020-04-23,45.4187,53.8331,75.4861,65.1646,80.8958,240.2271,218.2765,130.0645,69.1916,72.0246
2020-04-24,45.6643,54.5284,75.3707,65.1297,81.1882,243.1569,219.281,130.9021,68.5269,72.1554
2020-04-27,46.0645,54.8065,75.4477,64.8651,82.37,240.5687,219.0021,131.557,69.2275,72.5538
2020-04-28,46.5403,55.3987,76.1773,65.1337,83.1141,240.0435,218.4765,132.4743,69.7458,73.0912
2020-04-29,46.9615,55.2986,77.0732,65.3137,82.4001,240.197,218.6884,131.4524,69.5426,73.1267
2020-04-30,47.6381,56.8399,77.7545,65.9816,83.4194,244.1277,219.2571,130.8176,70.2179,74.0303
2020-05-01,47.2071,56.2328,76.3739,65.5779,82.5386,245.8603,219.4051,131.2619,70.1789,74.8377
2020-05-04,47.5581,56.0165,77.0973,65.5458,82.1028,247.0794,219.6129,131.3094,70.0372,75.1954
2020-05-05,46.9436,54.6791,76.0902,64.693,79.7584,250.6608,221.3121,131.8608,70.0891,75.0845
2020-05-06,46.6525,54.9002,76.3155,65.3272,81.0909,250.6005,221.4884,131.8513,70.9743,74.4438
2020-05-07,46.9711,55.3459,77.6554,65.1937,81.0706,250.287,221.6679,132.8597,71.3561,74.4343
2020-05-08,46.5701,55.0136,76.4016,65.563,80.1223,250.9149,222.421,132.6478,70.8697,74.6273
2020-05-11,46.7151,54.9188,76.7585,65.4741,78.9082,250.3717,220.94,133.3104,70.8077,74.4959
2020-05-12,47.2807,55.3469,77.6201,66.2668,80.198,247.3779,221.07,134.1359,71.112,74.1151
2020-05-13,46.8258,54.9809,77.8105,66.2441,80.0461,246.6443,221.0909,134.1156,71.1763,74.7644
2020-05-14,47.7202,56.0189,78.1263,66.6632,81.2766,247.2148,221.4226,135.1392,72.4251,75.3877
2020-05-15,47.7617,56.1854,77.931,66.2514,81.0355,245.8712,220.7929,133.9939,71.9021,75.7451
2020-05-18,47.9785,56.6086,78.5931,66.2662,81.6697,244.3833,220.4422,135.1797,72.3779,76.0594
2020-05-19,47.762,56.3665,77.9345,66.2587,80.9252,246.0008,221.154,135.6546,72.3058,75.8717
2020-05-20,48.0696,56.3085,78.5339,65.7207,79.726,244.5536,220.8485,134.9723,72.5282,76.0754
2020-05-21,49.4852,58.3775,81.7058,66.9696,81.1062,244.4165,220.44,135.1184,74.0858,77.1117
2020-05-22,49.2323,57.918,80.7005,66.7612,79.9978,244.6431,221.3203,135.5927,73.9396,77.0437
2020-05-25,49.7956,57.6935,81.7229,67.1892,80.4867,244.8581,223.414,134.3205,74.5597,76.9083
2020-05-26,48.8857,55.536,78.4885,65.703,78.8165,246.8747,224.0488,134.2044,72.7235,76.7703
2020-05-27,49.3264,55.7036,78.9522,65.6362,80.0392,248.8294,224.3425,135.1514,72.9243,77.2628
2020-05-28,49.2285,55.1232,78.9967,64.9194,78.8917,247.6518,223.3054,135.6317,73.9431,77.0055
2020-05-29,49.9538,55.8157,79.607,65.7137,80.0086,243.9716,221.4679,134.1133,74.8933,76.0647
2020-06-01,49.205,54.7286,78.5492,65.3259,78.4592,243.973,221.3038,134.0552,73.4823,76.4636
2020-06-02,49.6042,54.8717,78.9944,65.6279,80.6781,243.886,221.2325,132.96,74.259,75.3976
2020-06-03,49.1299,53.2666,76.8671,64.1178,79.9217,244.4143,222.0272,132.5447,73.2898,74.989
2020-06-04,49.1522,54.0803,77.5999,64.1794,81.1832,243.3022,221.8225,131.8054,73.185,75.0238
2020-06-05,49.9706,54.2503,78.1199,64.9284,82.5164,242.4279,221.9319,132.0192,73.3533,75.1441
2020-06-08,49.5955,53.7195,77.0202,64.4445,82.16,242.2599,223.1228,130.9785,72.9664,74.7706
2020-06-09,49.2729,53.3565,77.6131,64.9482,81.9315,242.8279,223.0552,130.8005,72.9748,74.8411
2020-06-10,48.3936,51.9662,76.161,64.343,80.2921,245.555,224.4003,131.6441,71.4094,74.3553
2020-06-11,47.9643,51.4848,74.8816,64.0643,79.378,246.7501,224.9339,132.1752,70.8197,74.4623
2020-06-12,47.673,50.5815,74.5326,62.9653,79.1243,244.9637,224.102,132.2558,70.5111,75.1978
2020-06-15,48.0568,51.2381,74.9641,63.2055,80.6962,242.8742,223.3679,132.8299,71.1219,76.0162
2020-06-16,47.6785,51.482,74.0125,62.9011,80.35,244.9727,224.6139,134.058,71.0935,75.8493
2020-06-17,48.1558,51.9584,72.9514,62.769,80.0923,244.3281,224.782,133.9705,70.4658,75.6171
2020-06-18,48.2661,52.0979,73.1825,62.7109,79.1028,246.1103,225.0376,133.9975,69.7578,76.7595
2020-06-19,48.1554,50.9796,71.9264,62.2984,78.5739,247.4108,225.2169,134.2782,69.0476,76.6472
2020-06-22,48.3393,51.0624,71.5107,61.9073,79.5034,247.1526,224.2292,134.4712,69.899,77.7769
2020-06-23,48.4594,51.3879,72.0778,62.2741,80.373,249.9062,225.4237,132.6523,70.7552,76.3707
2020-06-24,48.6601,51.718,72.5364,62.3575,81.2834,248.063,224.717,133.6062,70.914,76.4315
2020-06-25,48.599,52.4056,72.2758,62.5654,81.6581,247.9818,225.3595,134.7175,70.9516,76.2174
2020-06-26,48.689,52.8689,72.8148,62.8071,81.6657,249.9333,225.3939,133.4905,69.8048,75.9635
2020-06-29,49.2463,54.0285,74.8452,63.0912,83.1517,248.6662,225.1595,131.4292,70.8441,75.3456
2020-06-30,49.6172,55.9742,76.8105,64.2939,83.6146,247.649,224.1406,132.0356,71.844,76.0755
2020-07-01,49.8543,56.3157,77.8043,64.3964,83.5475,249.1112,225.0528,131.3909,72.0173,75.2677
2020-07-02,50.148,56.7582,78.718,65.4023,85.2868,250.0779,226.1089,132.3641,71.8616,75.6276
2020-07-03,50.3287,57.1775,78.8963,65.2762,84.8887,251.0592,226.1731,130.4932,72.8158,74.821
2020-07-06,50.0522,56.3178,78.2015,65.3933,84.3063,251.066,226.4691,129.9016,73.1231,75.7557
2020-07-07,50.9277,57.1386,79.4657,65.6684,85.5433,252.8876,227.1772,129.8639,73.7457,75.0992
2020-07-08,50.2939,55.9017,78.0042,66.1114,84.9253,251.8163,227.0376,130.2636,73.7443,74.8503
2020-07-09,51.4912,57.4895,79.8616,67.1704,87.6481,250.5109,227.0362,129.6695,75.167,74.641
2020-07-10,51.1181,57.1922,78.7359,67.3245,88.2538,249.6622,227.1919,129.5177,75.2844,74.6329
2020-07-13,50.8886,57.4938,78.827,67.2207,88.6154,249.6246,227.6226,129.2985,74.7217,74.6075
2020-07-14,50.7448,57.8738,78.9208,67.6116,89.7475,251.8501,227.9771,130.3805,73.7652,76.4649
2020-07-15,50.7909,57.6256,78.7409,67.7652,89.4301,251.1462,227.9005,130.9237,73.3753,77.0867
2020-07-16,50.8157,58.2631,78.9196,67.1605,88.9745,248.3621,227.2373,130.4266,72.9157,76.7514
2020-07-17,50.847,58.2313,78.3024,66.1452,90.519,250.2891,228.5005,129.4672,72.4526,77.158
2020-07-20,50.2048,57.745,77.2829,66.6767,91.2492,251.4222,230.3159,130.9462,72.1764,77.467
2020-07-21,50.2571,56.7718,77.2447,66.3726,89.9203,254.8347,230.9046,130.3918,71.5881,76.9983
2020-07-22,51.7023,58.2561,79.8876,66.6275,91.8964,254.9246,230.5273,130.9871,72.8724,77.1717
2020-07-23,51.283,58.3765,79.0669,66.5369,91.6668,252.5954,229.3217,131.83,72.2898,77.6482
2020-07-24,51.4253,58.2252,78.8806,66.5564,91.5587,252.3613,229.9503,131.7819,71.4995,76.8119
2020-07-27,51.2723,57.9166,78.0341,66.1191,92.124,250.7,229.5082,134.0724,71.4842,77.0744
2020-07-28,51.5494,58.432,78.4991,66.2549,93.9711,249.8738,229.6205,134.0903,71.5729,77.8927
2020-07-29,51.8146,58.1258,78.875,66.4553,94.3254,249.392,229.4539,134.4858,71.8248,78.15
2020-07-30,51.6482,57.8698,78.8628,66.7023,94.7631,249.0169,228.8451,133.8399,72.0165,77.2386
2020-07-31,50.7848,56.9813,77.2985,65.6895,93.5515,251.2196,229.649,134.514,71.6575,77.0488
2020-08-03,50.6305,57.1188,77.0605,65.9287,93.0607,250.6277,230.1364,134.321,71.3853,77.2172
2020-08-04,50.6856,57.2712,76.6947,66.466,92.1361,246.9399,229.6774,134.7052,72.4106,77.1326
2020-08-05,50.715,58.6142,77.7944,66.9584,93.6847,244.5419,229.162,134.3323,73.2617,77.0835
2020-08-06,50.5543,57.7211,77.5653,66.0673,93.5608,245.3251,228.9562,133.5866,73.2643,76.2924
2020-08-07,51.2452,58.4504,79.3458,66.9052,95.3064,244.0451,228.7767,134.5,74.6662,76.7254
2020-08-10,51.7786,59.6408,79.5534,67.518,95.3283,245.0589,228.6392,134.7131,75.4804,76.7455
2020-08-11,52.2881,60.446,80.6975,67.9124,97.2128,242.6354,228.0446,133.8232,75.6199,76.7491
2020-08-12,52.6644,60.9862,80.7831,68.7113,98.2412,242.4762,228.158,135.1089,76.764,77.4226
2020-08-13,53.5631,61.8877,81.6664,69.6993,98.4971,242.872,228.3117,135.0565,77.1253,77.0437
2020-08-14,53.3246,61.1578,80.9485,69.5415,96.9987,240.7756,228.0869,135.442,77.0638,76.4881
2020-08-17,53.5948,61.5772,80.6764,69.7194,97.9375,243.6014,229.004,135.7734,77.2145,77.3288
2020-08-18,53.6513,61.8033,80.6484,69.9525,98.4582,243.4123,228.9395,135.8372,77.7669,76.5062
2020-08-19,53.8571,61.4666,80.3654,70.5962,97.832,242.3345,228.88,136.6569,77.854,76.6471
2020-08-20,54.3372,61.9506,80.4653,70.76,99.283,238.9166,227.8411,136.5208,77.9764,76.7573
2020-08-21,54.684,62.6566,81.0102,71.4585,100.5883,241.7493,228.3269,136.4212,79.3808,77.006
2020-08-24,54.9094,63.2202,80.9594,72.825,101.7237,241.2525,228.8388,135.825,80.5316,77.7774
2020-08-25,56.2566,64.4531,84.1163,73.6653,103.2688,242.2806,229.5516,135.0621,81.4808,78.6196
2020-08-26,56.4206,65.4329,84.8325,74.4641,104.6366,244.3426,231.4439,135.661,81.1454,79.3094
2020-08-27,56.3444,66.4432,84.9754,74.9641,105.314,245.1653,231.5062,135.0144,81.7039,80.4186
2020-08-28,57.2505,68.858,86.9209,75.5429,107.596,243.0551,231.0672,134.0448,82.4198,80.0086
2020-08-31,57.7115,69.7834,88.11,76.4331,107.964,242.4668,231.5028,134.8812,83.346,80.9772
2020-09-01,57.7417,70.2262,89.3734,76.7717,107.6602,242.7217,231.1177,135.4472,84.4046,81.0965
2020-09-02,57.1767,70.2693,88.5059,76.8339,107.8632,242.8412,231.5321,135.9727,84.1525,82.2969
2020-09-03,57.1797,70.2095,89.1628,76.7226,108.6996,243.6102,232.8667,137.4985,83.6818,83.55
2020-09-04,55.8945,68.9341,88.6121,76.4278,108.1517,244.425,233.2086,137.3703,82.6888,82.254
2020-09-07,56.4957,70.092,89.2447,76.8383,109.3367,244.3085,232.6367,137.3312,82.6407,82.8427
2020-09-08,56.7631,68.9477,88.8535,76.378,108.5198,245.0814,232.8625,136.6968,82.4389,82.2081
2020-09-09,56.0551,67.7987,85.8027,75.4563,106.7491,245.7118,233.3708,136.7812,81.7998,82.4436
2020-09-10,55.3925,66.6239,83.2688,74.1793,104.9194,245.5655,232.4942,136.6108,81.1873,82.0302
2020-09-11,56.1799,67.4464,84.9032,74.6671,106.357,242.55,231.6821,137.6658,81.9426,82.8834
2020-09-14,57.1327,68.1177,86.5577,74.9728,107.9916,246.882,232.9626,137.228,82.4557,81.8925
2020-09-15,55.9363,66.777,85.1176,73.8127,105.6884,249.5937,234.8103,136.9226,80.6544,81.0882
2020-09-16,54.7459,66.606,84.08,73.2728,104.2532,252.3148,236.1063,136.0194,80.2254,80.4083
2020-09-17,54.5681,65.7958,84.9061,73.6334,105.6033,250.7117,235.0879,136.6242,79.5682,81.1412
2020-09-18,56.1026,66.8202,87.4503,74.9316,108.7171,251.6343,235.342,135.1054,81.4229,81.6854
2020-09-21,56.304,66.4728,87.3462,74.8428,108.2363,254.36,235.895,136.1953,81.1085,81.9033
2020-09-22,56.0874,65.6768,88.5448,74.4144,109.3571,254.8864,235.5972,136.5155,81.4363,82.7595
2020-09-23,55.9636,64.7533,87.4584,74.2549,108.0122,254.5103,235.2916,136.5481,81.541,81.8504
2020-09-24,55.7592,63.6663,85.767,73.6882,106.8542,257.647,236.3784,136.5931,80.1947,82.2577
2020-09-25,54.3027,62.1195,82.9938,72.0375,104.0004,259.3292,236.9842,137.2176,78.8811,81.2731
2020-09-28,55.0886,62.1551,82.6725,72.1294,103.8678,260.9004,236.8577,136.4345,78.5903,80.8143
2020-09-29,55.0978,62.3873,82.6863,72.4403,104.4692,258.4011,235.8786,136.3198,78.5567,80.576
2020-09-30,55.4738,62.1365,83.366,72.6938,104.8138,259.7081,235.9751,136.0462,78.2138,80.7591
2020-10-01,55.8423,62.6106,83.6284,72.8503,105.6467,259.1028,235.3249,135.8262,79.2661,81.5719
2020-10-02,53.9208,60.9299,80.6263,70.5659,102.1356,260.89,237.2194,135.0347,76.5904,79.4678
2020-10-05,53.6807,60.4114,80.4158,70.1109,102.0118,262.299,237.9637,133.0129,76.4772,78.4449
2020-10-06,54.3776,61.7165,79.8464,70.8673,102.7518,260.5383,237.9991,132.2103,76.5937,78.5825
2020-10-07,55.0768,62.7986,80.0829,71.4694,102.9678,260.2632,236.7319,132.055,78.0932,80.2074
2020-10-08,55.1663,62.8167,79.8169,70.9242,103.2375,257.2127,236.1245,131.4344,79.3824,80.1503
2020-10-09,53.9749,61.8852,78.0911,70.5351,101.9659,257.5053,237.297,131.7415,78.1516,78.7576
2020-10-12,54.7096,62.8601,78.8432,70.7889,102.4053,253.8103,236.1744,132.3835,79.1088,78.9845
2020-10-13,55.6204,64.8391,81.0085,71.7055,103.5495,253.3974,236.7039,132.1923,79.8152,79.1251
2020-10-14,55.4141,64.7874,80.6432,71.6509,102.8507,255.6068,237.2935,132.0525,79.9929,79.2311
2020-10-15,56.7606,66.8685,81.9512,72.9498,104.7173,254.5702,236.8418,130.9966,81.1953,79.119
2020-10-16,57.1463,67.4034,82.3238,72.5611,106.9976,255.2747,236.7904,132.9994,82.3076,79.0721
2020-10-19,57.4892,68.535,84.135,73.2203,109.4155,253.729,236.0402,132.8027,82.6371,79.3902
2020-10-20,56.6684,66.9767,83.7899,72.9372,106.0355,257.6076,237.7107,132.508,82.7099,79.3404
2020-10-21,56.262,66.6187,83.6199,72.9123,105.8322,256.8428,236.5896,132.9588,81.3464,78.8251
2020-10-22,56.5872,67.4832,82.238,71.7885,106.0482,256.6092,236.261,133.8066,81.3261,79.1477
2020-10-23,57.8444,67.8509,84.1027,73.7439,107.7422,257.1658,235.9284,133.9218,82.4905,79.5164
2020-10-26,56.9028,66.9837,83.1489,72.4236,107.0911,254.9723,235.4726,132.1716,81.6969,78.6888
2020-10-27,57.956,67.8156,83.9809,72.5331,109.2458,256.1992,234.8712,131.2845,82.3786,78.6431
2020-10-28,59.1768,69.6581,85.8771,74.3666,110.7544,253.0193,233.6516,131.9712,84.2033,79.8476
2020-10-29,58.7641,68.9562,84.8998,74.0877,110.0587,249.2234,232.0571,131.858,84.0925,80.3179
2020-10-30,58.4247,68.1271,83.5114,73.5069,110.5533,247.8358,232.5071,131.2288,83.8327,79.6195
2020-11-02,59.0233,69.7092,84.7222,74.5193,111.6459,245.716,231.6758,131.064,86.1869,80.6455
2020-11-03,58.7879,69.5561,85.2319,74.8893,111.2756,244.891,231.241,131.2684,84.6122,80.8849
2020-11-04,59.2973,70.3187,86.8669,75.6422,112.1993,241.1953,230.7134,132.0595,86.5524,81.3795
2020-11-05,59.1786,70.9975,86.3618,74.7765,112.6195,241.3006,231.1693,132.2662,87.7575,81.091
2020-11-06,59.4828,71.1776,86.8973,75.4745,113.9036,241.2278,231.7358,132.681,86.9927,80.6074
2020-11-09,60.3121,72.7309,88.536,76.4568,115.5167,240.3227,230.4999,133.6906,88.0642,80.003
2020-11-10,60.4132,72.6163,90.1997,77.0785,115.8062,238.7666,231.2771,134.7723,89.0965,79.8298
2020-11-11,59.93,71.8809,89.3379,76.4145,112.876,240.6621,231.3105,134.4511,88.7448,78.4812
2020-11-12,61.2982,74.1316,92.0948,78.8693,116.4698,240.7532,230.6492,134.5726,91.1819,78.6617
2020-11-13,61.199,74.1627,91.8867,78.6386,116.0018,239.6594,230.0367,134.5587,91.4942,78.2181
2020-11-16,62.0956,74.9536,93.0596,79.5624,117.3834,239.3374,229.505,133.7002,91.3547,79.0071
2020-11-17,63.3116,75.5744,95.0616,80.6109,119.4027,235.42,228.3868,134.2068,93.1166,78.9443
2020-11-18,62.7374,75.4831,94.3365,79.7655,118.3372,233.8877,227.2104,134.3144,92.9656,78.6922
2020-11-19,63.7406,76.8123,95.8196,81.4834,121.5179,234.6474,226.8316,136.1583,95.3576,80.4357
2020-11-20,63.8124,78.1455,97.2381,80.8697,123.1501,233.2481,225.9059,136.0217,95.2323,80.8335
2020-11-23,61.9851,75.5418,95.3613,79.3087,120.7268,235.6813,227.023,136.1904,92.6443,79.958
2020-11-24,61.142,74.9309,92.7614,78.5891,119.8758,236.0027,227.6027,138.0558,91.9987,80.3646
2020-11-25,60.0598,73.0133,90.3155,77.3189,116.8399,238.5257,227.9025,136.7839,91.428,79.6596
2020-11-26,60.1151,72.8847,90.8917,77.184,117.0903,237.3611,227.2867,136.4465,92.6944,80.7812
2020-11-27,61.2617,74.1059,91.489,78.7451,120.0294,234.9904,227.1155,136.7063,93.5553,81.6245
2020-11-30,61.0375,73.7125,90.3387,78.5656,119.3934,239.0387,227.5827,136.9649,93.1398,82.5084
2020-12-01,60.6528,73.7111,89.9507,78.5991,118.7175,236.4889,226.6384,137.7541,94.983,84.3863
2020-12-02,60.3086,72.989,89.3212,77.864,116.7047,237.0761,226.3839,136.2882,93.7432,83.1579
2020-12-03,60.6867,72.4581,89.6051,77.9531,116.5923,237.325,226.5954,135.1321,93.8242,82.8361
2020-12-04,61.0686,73.5095,91.7657,79.3272,119.022,234.5614,225.5721,135.2759,94.6203,83.4345
2020-12-07,62.2714,74.6562,93.7538,80.6423,121.5432,232.5145,225.3974,134.8047,96.3103,83.9763
2020-12-08,60.863,73.7037,92.0267,80.0402,118.0638,232.6504,225.3313,134.7644,94.7259,83.01
2020-12-09,60.9598,74.9163,92.1049,80.6592,119.5156,233.7976,225.7723,134.7417,94.7503,82.2955
2020-12-10,61.7892,76.4532,93.5705,81.5605,120.9806,230.2103,224.9222,134.4006,95.8852,82.4571
2020-12-11,62.1785,76.6547,94.082,81.6114,121.605,229.4735,223.2403,134.2245,95.9499,83.5659
2020-12-14,62.6389,78.6345,95.7554,82.2148,122.6558,229.6692,222.92,134.8306,96.6326,83.9391
2020-12-15,63.0749,79.6106,97.1429,83.2766,123.2672,229.6007,223.2168,136.4504,97.8471,85.1919
2020-12-16,63.1353,79.1873,97.5826,83.4213,123.3696,228.8076,221.8873,137.0281,99.2403,85.6332
2020-12-17,64.1665,81.0943,100.2611,84.1986,124.8497,228.0636,222.3074,137.0012,100.1894,86.2688
2020-12-18,63.9661,80.5637,100.3675,84.1364,125.1738,229.3299,222.0152,137.7602,99.6566,86.554
2020-12-21,64.1552,79.7881,100.5407,82.9758,123.5965,228.1841,221.5457,138.1319,99.1501,86.3652
2020-12-22,63.9687,79.2985,99.8851,82.7903,122.471,230.6977,222.6343,138.006,98.262,86.0775
2020-12-23,63.9231,78.8382,99.6239,82.6225,122.77,228.8607,222.3543,137.8964,97.2156,84.8291
2020-12-24,64.5737,79.911,100.6583,84.2595,125.0932,229.3009,222.119,137.3311,98.7639,84.7879
2020-12-25,65.7364,81.977,103.0732,85.9788,127.435,229.0583,222.5343,136.5522,99.8211,84.6665
2020-12-28,67.4059,84.5674,104.6163,86.8871,129.1425,229.0987,223.2371,136.8762,101.4131,85.5253
2020-12-29,68.7128,86.2758,105.7068,87.8152,129.8321,226.6924,222.8638,137.2378,101.1932,86.509
2020-12-30,67.6259,85.1657,102.859,86.9364,127.5575,225.7855,224.4967,136.833,99.7206,85.8002
2020-12-31,67.5822,84.3905,102.5767,86.3747,127.6107,226.4012,225.4489,137.352,98.2823,86.5784
2021-01-01,67.8616,83.2567,103.6036,86.4132,127.0395,226.8144,224.9659,136.6848,98.5648,86.9258
2021-01-04,68.1579,83.4133,104.207,86.2407,127.825,226.6747,224.7311,136.7079,98.6811,87.6381
2021-01-05,68.4337,82.6146,105.4188,87.4799,129.06,229.8925,226.1858,138.0984,98.7303,87.5985
2021-01-06,68.8981,82.3351,107.0274,87.9343,131.3376,231.2615,226.6698,138.2227,98.8256,87.6241
2021-01-07,69.5731,82.7509,108.2768,88.5608,133.1783,232.7543,228.0322,138.22,98.4678,87.7924
2021-01-08,70.1892,83.3189,109.2336,87.7314,134.3232,231.5118,226.8532,137.3517,98.9598,89.2731
2021-01-11,70.8105,83.2204,109.8601,88.168,132.9713,230.5198,225.9999,137.2382,99.3259,88.9084
2021-01-12,70.9667,84.2112,109.4679,88.7445,133.518,229.3767,226.107,136.7377,99.0135,88.1475
2021-01-13,70.0427,83.125,107.7501,87.3623,132.1613,229.8117,226.8426,137.5547,97.5338,88.341
2021-01-14,70.4052,84.7819,109.8926,88.3636,133.8855,227.4686,225.2558,136.7245,98.3796,88.4082
2021-01-15,70.5039,86.5461,110.8242,89.1884,136.2141,229.0671,226.3316,135.8885,98.264,88.3739
2021-01-18,71.3905,89.0217,111.4034,90.3082,137.9407,226.8808,225.773,136.5129,99.3527,89.9891
2021-01-19,71.114,89.4368,110.6659,90.7617,137.8653,226.9151,226.635,137.8429,98.9,90.8896
2021-01-20,71.3628,88.9573,110.7421,90.5196,138.7485,226.6867,226.2694,136.6989,98.5589,90.7264
2021-01-21,69.9295,87.1008,109.6441,90.3527,136.5171,227.2993,226.9116,136.6611,98.2557,90.9916
2021-01-22,69.9021,86.4757,109.9737,90.2084,136.3099,228.5439,228.259,136.2235,97.9142,91.0137
